assetKey,sourceAssetKind,role,ownerKind,ownerMigrationKey,ownerTitle,ownerYear,ownerCategory,historicalDisposition,normalizedDisposition,targetBucket,targetStoragePathRedacted,targetDatabaseReferenceKind,targetDatabaseReferenceKey,sourceSha256,sourceFilename,sourceMimeType,sourceSizeBytes,privacyStatus,reviewStatus,evidenceFiles,notes,reviewDecision,ownerComment,verifiedAt,verifiedBy
"wix:asset:wix:activity:fxl97:d16b9e919d52c3483b11","document","attachment","activity","wix:activity:fxl97","暑期啟發營隊-醫學奇觀","113","","migrate","migrated","activity-assets","activity-assets/<redacted>","activity-assets","wix:activity:fxl97","d25dd715740fd0a124303cadd2eac5b90915a3c81daa62bb2d4a1481e1d46e39","source-d25dd715740f.docx","application/vnd.openxmlformats-officedocument.wordprocessingml.document","14640","private-draft","requires-owner-review","[""migration/phase9/assets-manifest.jsonl"",""migration/phase9/content-manifest.jsonl"",""migration/phase9/manual-review.csv"",""migration/phase9/source-inventory.jsonl""]","[""Phase 9 warnings: private_draft_attachment_may_contain_personal_data"",""sourceFilename is deterministically redacted; authoritative filename evidence remains only in the Phase 9 manifest.""]","","","",""
"wix:asset:wix:activity:fxl97:d79913726af2b9b15243","image","cover","activity","wix:activity:fxl97","暑期啟發營隊-醫學奇觀","113","","migrate","migrated","activity-assets","activity-assets/<redacted>","activity-assets","wix:activity:fxl97","1ec0b781720c83d58956c36810f472acbda48a2ce11800a86e23505514f1e4e7","source-1ec0b781720c.jpg","image/jpeg","410088","private-draft","requires-owner-review","[""migration/phase9/assets-manifest.jsonl"",""migration/phase9/content-manifest.jsonl"",""migration/phase9/manual-review.csv"",""migration/phase9/source-inventory.jsonl""]","[""sourceFilename is deterministically redacted; authoritative filename evidence remains only in the Phase 9 manifest.""]","","","",""
"wix:asset:wix:activity:fxl97:e3a82ed803b47793565d","document","attachment","activity","wix:activity:fxl97","暑期啟發營隊-醫學奇觀","113","","migrate","migrated","activity-assets","activity-assets/<redacted>","activity-assets","wix:activity:fxl97","101680b6c679c9c13e4ae9e2a10636ab0b4aaf5ce8aca895db14a401fdd6108d","source-101680b6c679.pdf","application/pdf","130943","private-draft","requires-owner-review","[""migration/phase9/assets-manifest.jsonl"",""migration/phase9/content-manifest.jsonl"",""migration/phase9/manual-review.csv"",""migration/phase9/source-inventory.jsonl""]","[""Phase 9 warnings: private_draft_attachment_may_contain_personal_data"",""sourceFilename is deterministically redacted; authoritative filename evidence remains only in the Phase 9 manifest.""]","","","",""
"wix:asset:wix:activity:g23od:2326380a906c51f8c0dc","document","attachment","activity","wix:activity:g23od","兒童棒球營112","112","","migrate","migrated","activity-assets","activity-assets/<redacted>","activity-assets","wix:activity:g23od","8af9f39934e55e79ebdcf599bb7670a85a56474525f8b713b3450407e24214ec","source-8af9f39934e5.pdf","application/pdf","203921","private-draft","requires-owner-review","[""migration/phase9/assets-manifest.jsonl"",""migration/phase9/content-manifest.jsonl"",""migration/phase9/manual-review.csv"",""migration/phase9/source-inventory.jsonl""]","[""Phase 9 warnings: private_draft_attachment_may_contain_personal_data"",""sourceFilename is deterministically redacted; authoritative filename evidence remains only in the Phase 9 manifest.""]","","","",""
"wix:asset:wix:activity:g23od:58eaadecafb97951e077","document","attachment","activity","wix:activity:g23od","兒童棒球營112","112","","migrate","migrated","activity-assets","activity-assets/<redacted>","activity-assets","wix:activity:g23od","9dcceba2e49676ca490594411dc5f12f369e89a9fb4cdc86b9b3e543814bdec2","source-9dcceba2e496.pdf","application/pdf","184601","private-draft","requires-owner-review","[""migration/phase9/assets-manifest.jsonl"",""migration/phase9/content-manifest.jsonl"",""migration/phase9/manual-review.csv"",""migration/phase9/source-inventory.jsonl""]","[""Phase 9 warnings: private_draft_attachment_may_contain_personal_data"",""sourceFilename is deterministically redacted; authoritative filename evidence remains only in the Phase 9 manifest.""]","","","",""
"wix:asset:wix:activity:g23od:62e51349013fa3c74968","image","gallery","activity","wix:activity:g23od","兒童棒球營112","112","","migrate","migrated","activity-assets","activity-assets/<redacted>","activity-assets","wix:activity:g23od","12ea46d732d3f43db02e536ce06124d6cc7343a50a79493b88d9caa20a0c05a7","source-12ea46d732d3.png","image/png","5332","private-draft","requires-owner-review","[""migration/phase9/assets-manifest.jsonl"",""migration/phase9/content-manifest.jsonl"",""migration/phase9/manual-review.csv"",""migration/phase9/source-inventory.jsonl""]","[""sourceFilename is deterministically redacted; authoritative filename evidence remains only in the Phase 9 manifest.""]","","","",""
"wix:asset:wix:activity:g23od:6aec3a9c723d91a98c69","document","attachment","activity","wix:activity:g23od","兒童棒球營112","112","","migrate","migrated","activity-assets","activity-assets/<redacted>","activity-assets","wix:activity:g23od","bba3738161836523903081dbfc80ee4927f8349826a2992f9bb0cd551f3a89b3","source-bba373816183.docx","application/vnd.openxmlformats-officedocument.wordprocessingml.document","11719","private-draft","requires-owner-review","[""migration/phase9/assets-manifest.jsonl"",""migration/phase9/content-manifest.jsonl"",""migration/phase9/manual-review.csv"",""migration/phase9/source-inventory.jsonl""]","[""Phase 9 warnings: private_draft_attachment_may_contain_personal_data"",""sourceFilename is deterministically redacted; authoritative filename evidence remains only in the Phase 9 manifest.""]","","","",""
"wix:asset:wix:activity:g23od:7f43c555ae523efdec56","document","attachment","activity","wix:activity:g23od","兒童棒球營112","112","","migrate","migrated","activity-assets","activity-assets/<redacted>","activity-assets","wix:activity:g23od","95bc8d10efb2d9e612c254ab67e4e35b90f03254b267079b1b647a3778239dcd","source-95bc8d10efb2.docx","application/vnd.openxmlformats-officedocument.wordprocessingml.document","11740","private-draft","requires-owner-review","[""migration/phase9/assets-manifest.jsonl"",""migration/phase9/content-manifest.jsonl"",""migration/phase9/manual-review.csv"",""migration/phase9/source-inventory.jsonl""]","[""Phase 9 warnings: private_draft_attachment_may_contain_personal_data"",""sourceFilename is deterministically redacted; authoritative filename evidence remains only in the Phase 9 manifest.""]","","","",""
"wix:asset:wix:activity:g23od:89e8412efdcfbad11dd6","document","attachment","activity","wix:activity:g23od","兒童棒球營112","112","","migrate","migrated","activity-assets","activity-assets/<redacted>","activity-assets","wix:activity:g23od","5352eae941e3702e47b7b039a2b07b976ba1f5c4721c997694e4757152314051","source-5352eae941e3.pdf","application/pdf","100146","private-draft","requires-owner-review","[""migration/phase9/assets-manifest.jsonl"",""migration/phase9/content-manifest.jsonl"",""migration/phase9/manual-review.csv"",""migration/phase9/source-inventory.jsonl""]","[""Phase 9 warnings: private_draft_attachment_may_contain_personal_data"",""sourceFilename is deterministically redacted; authoritative filename evidence remains only in the Phase 9 manifest.""]","","","",""
"wix:asset:wix:activity:g23od:904303a523984a8d9375","image","gallery","activity","wix:activity:g23od","兒童棒球營112","112","","migrate","migrated","activity-assets","activity-assets/<redacted>","activity-assets","wix:activity:g23od","74cd0cc008db85d017b6de48f400be24f8a6ce6b3319010ed90ceb220a1b773b","source-74cd0cc008db.png","image/png","5262","private-draft","requires-owner-review","[""migration/phase9/assets-manifest.jsonl"",""migration/phase9/content-manifest.jsonl"",""migration/phase9/manual-review.csv"",""migration/phase9/source-inventory.jsonl""]","[""sourceFilename is deterministically redacted; authoritative filename evidence remains only in the Phase 9 manifest.""]","","","",""
"wix:asset:wix:activity:g23od:9283de455741bef99da5","document","attachment","activity","wix:activity:g23od","兒童棒球營112","112","","migrate","migrated","activity-assets","activity-assets/<redacted>","activity-assets","wix:activity:g23od","b72608c24b1745c328b5a96b56b0e5b5c90613b404f941f5a77d5b27b5644e18","source-b72608c24b17.pdf","application/pdf","275234","private-draft","requires-owner-review","[""migration/phase9/assets-manifest.jsonl"",""migration/phase9/content-manifest.jsonl"",""migration/phase9/manual-review.csv"",""migration/phase9/source-inventory.jsonl""]","[""Phase 9 warnings: private_draft_attachment_may_contain_personal_data"",""sourceFilename is deterministically redacted; authoritative filename evidence remains only in the Phase 9 manifest.""]","","","",""
"wix:asset:wix:activity:g23od:bae240f3cd644ba63bb6","image","cover","activity","wix:activity:g23od","兒童棒球營112","112","","migrate","migrated","activity-assets","activity-assets/<redacted>","activity-assets","wix:activity:g23od","8bd39fde2beb9478e53ace997f538c601e8debb6da5bdd9ddb73992610ffaf07","source-8bd39fde2beb.png","image/png","5274","private-draft","requires-owner-review","[""migration/phase9/assets-manifest.jsonl"",""migration/phase9/content-manifest.jsonl"",""migration/phase9/manual-review.csv"",""migration/phase9/source-inventory.jsonl""]","[""sourceFilename is deterministically redacted; authoritative filename evidence remains only in the Phase 9 manifest.""]","","","",""
"wix:asset:wix:activity:gqhoh:16b0417638e8197eaecd","image","gallery","activity","wix:activity:gqhoh","小勇士自然探險之旅","113","","migrate","migrated","activity-assets","activity-assets/<redacted>","activity-assets","wix:activity:gqhoh","e9e0923de4b51f86b796678a5b79b57d012ef0454737ef58671a994b832e1ac7","source-e9e0923de4b5.png","image/png","1039265","private-draft","requires-owner-review","[""migration/phase9/assets-manifest.jsonl"",""migration/phase9/content-manifest.jsonl"",""migration/phase9/manual-review.csv"",""migration/phase9/source-inventory.jsonl""]","[""sourceFilename is deterministically redacted; authoritative filename evidence remains only in the Phase 9 manifest.""]","","","",""
"wix:asset:wix:activity:gqhoh:29808f1614fde8b34f39","document","attachment","activity","wix:activity:gqhoh","小勇士自然探險之旅","113","","migrate","migrated","activity-assets","activity-assets/<redacted>","activity-assets","wix:activity:gqhoh","dd48675a96c676c9e40da002e918467e4ed1729b98721bbd3ce6b74126d4481a","source-dd48675a96c6.pdf","application/pdf","127666","private-draft","requires-owner-review","[""migration/phase9/assets-manifest.jsonl"",""migration/phase9/content-manifest.jsonl"",""migration/phase9/manual-review.csv"",""migration/phase9/source-inventory.jsonl""]","[""Phase 9 warnings: private_draft_attachment_may_contain_personal_data"",""sourceFilename is deterministically redacted; authoritative filename evidence remains only in the Phase 9 manifest.""]","","","",""
"wix:asset:wix:activity:gqhoh:79cd692ea49d6985e755","document","attachment","activity","wix:activity:gqhoh","小勇士自然探險之旅","113","","migrate","migrated","activity-assets","activity-assets/<redacted>","activity-assets","wix:activity:gqhoh","8f986c956a37801b1970745182a9512d6f0de3b705cafa0753a0a1747815a5f0","source-8f986c956a37.pdf","application/pdf","61847","private-draft","requires-owner-review","[""migration/phase9/assets-manifest.jsonl"",""migration/phase9/content-manifest.jsonl"",""migration/phase9/manual-review.csv"",""migration/phase9/source-inventory.jsonl""]","[""Phase 9 warnings: private_draft_attachment_may_contain_personal_data"",""sourceFilename is deterministically redacted; authoritative filename evidence remains only in the Phase 9 manifest.""]","","","",""
"wix:asset:wix:activity:gqhoh:82341c3bb315ccfc3782","document","attachment","activity","wix:activity:gqhoh","小勇士自然探險之旅","113","","migrate","migrated","activity-assets","activity-assets/<redacted>","activity-assets","wix:activity:gqhoh","7134be5a044275560e07b450e009ac80f6356f527902e5d31ec6ff2f8eb4c125","source-7134be5a0442.pdf","application/pdf","193176","private-draft","requires-owner-review","[""migration/phase9/assets-manifest.jsonl"",""migration/phase9/content-manifest.jsonl"",""migration/phase9/manual-review.csv"",""migration/phase9/source-inventory.jsonl""]","[""Phase 9 warnings: private_draft_attachment_may_contain_personal_data"",""sourceFilename is deterministically redacted; authoritative filename evidence remains only in the Phase 9 manifest.""]","","","",""
"wix:asset:wix:activity:gqhoh:87478b859ec47c2365d0","document","attachment","activity","wix:activity:gqhoh","小勇士自然探險之旅","113","","migrate","migrated","activity-assets","activity-assets/<redacted>","activity-assets","wix:activity:gqhoh","a44afe37acaa45fc43c1a60ca17f18c8d6026f929d833189d39fd6f165efc239","source-a44afe37acaa.pdf","application/pdf","189815","private-draft","requires-owner-review","[""migration/phase9/assets-manifest.jsonl"",""migration/phase9/content-manifest.jsonl"",""migration/phase9/manual-review.csv"",""migration/phase9/source-inventory.jsonl""]","[""Phase 9 warnings: private_draft_attachment_may_contain_personal_data"",""sourceFilename is deterministically redacted; authoritative filename evidence remains only in the Phase 9 manifest.""]","","","",""
"wix:asset:wix:activity:gqhoh:b5a079a1315f32891d2e","image","cover","activity","wix:activity:gqhoh","小勇士自然探險之旅","113","","migrate","migrated","activity-assets","activity-assets/<redacted>","activity-assets","wix:activity:gqhoh","e30d91054ca46c73ed0c2594eaa9513ac01ee0c36d1c8585177e032b4d69250a","source-e30d91054ca4.png","image/png","1174818","private-draft","requires-owner-review","[""migration/phase9/assets-manifest.jsonl"",""migration/phase9/content-manifest.jsonl"",""migration/phase9/manual-review.csv"",""migration/phase9/source-inventory.jsonl""]","[""sourceFilename is deterministically redacted; authoritative filename evidence remains only in the Phase 9 manifest.""]","","","",""
"wix:asset:wix:activity:gqhoh:b6e30ac0d92619ab25c1","document","attachment","activity","wix:activity:gqhoh","小勇士自然探險之旅","113","","migrate","migrated","activity-assets","activity-assets/<redacted>","activity-assets","wix:activity:gqhoh","c50b8ef0730a58b30017974318171c68768a0147853c05aa0db3198730bdd38b","source-c50b8ef0730a.pdf","application/pdf","220212","private-draft","requires-owner-review","[""migration/phase9/assets-manifest.jsonl"",""migration/phase9/content-manifest.jsonl"",""migration/phase9/manual-review.csv"",""migration/phase9/source-inventory.jsonl""]","[""Phase 9 warnings: private_draft_attachment_may_contain_personal_data"",""sourceFilename is deterministically redacted; authoritative filename evidence remains only in the Phase 9 manifest.""]","","","",""
"wix:asset:wix:activity:gqhoh:c24f567fdcea511e7080","image","gallery","activity","wix:activity:gqhoh","小勇士自然探險之旅","113","","migrate","migrated","activity-assets","activity-assets/<redacted>","activity-assets","wix:activity:gqhoh","808e32b27c0f9437af98e9276c47368d5278e678c0ea991dfedb56db8c9fa894","source-808e32b27c0f.png","image/png","991349","private-draft","requires-owner-review","[""migration/phase9/assets-manifest.jsonl"",""migration/phase9/content-manifest.jsonl"",""migration/phase9/manual-review.csv"",""migration/phase9/source-inventory.jsonl""]","[""sourceFilename is deterministically redacted; authoritative filename evidence remains only in the Phase 9 manifest.""]","","","",""
"wix:asset:wix:activity:io4hd:010338d6cac1441679d1","document","attachment","activity","wix:activity:io4hd","端午包粽大會","110","","migrate","migrated","activity-assets","activity-assets/<redacted>","activity-assets","wix:activity:io4hd","612e7f9e2003205515d44c7fbf160f0ad4c612ddfbcd6a6bc2a22f1d5d6327ac","source-612e7f9e2003.pdf","application/pdf","196512","private-draft","requires-owner-review","[""migration/phase9/assets-manifest.jsonl"",""migration/phase9/content-manifest.jsonl"",""migration/phase9/manual-review.csv"",""migration/phase9/source-inventory.jsonl""]","[""Phase 9 warnings: private_draft_attachment_may_contain_personal_data"",""sourceFilename is deterministically redacted; authoritative filename evidence remains only in the Phase 9 manifest.""]","","","",""
"wix:asset:wix:activity:io4hd:0e803d104b74c2afae63","document","attachment","activity","wix:activity:io4hd","端午包粽大會","110","","migrate","migrated","activity-assets","activity-assets/<redacted>","activity-assets","wix:activity:io4hd","b12fd431741c5e7dcf731b8fba2a6ed61b447f08f5477a38f4b66fdd382e4514","source-b12fd431741c.pdf","application/pdf","326642","private-draft","requires-owner-review","[""migration/phase9/assets-manifest.jsonl"",""migration/phase9/content-manifest.jsonl"",""migration/phase9/manual-review.csv"",""migration/phase9/source-inventory.jsonl""]","[""Phase 9 warnings: private_draft_attachment_may_contain_personal_data"",""sourceFilename is deterministically redacted; authoritative filename evidence remains only in the Phase 9 manifest.""]","","","",""
"wix:asset:wix:activity:io4hd:1031ebe2848eaf16088b","document","attachment","activity","wix:activity:io4hd","端午包粽大會","110","","migrate","migrated","activity-assets","activity-assets/<redacted>","activity-assets","wix:activity:io4hd","f8e8f3c43a542027f6718d1e64c4f19cb3198f5c7bfa1ca0fedf692d8c154d56","source-f8e8f3c43a54.pdf","application/pdf","184831","private-draft","requires-owner-review","[""migration/phase9/assets-manifest.jsonl"",""migration/phase9/content-manifest.jsonl"",""migration/phase9/manual-review.csv"",""migration/phase9/source-inventory.jsonl""]","[""Phase 9 warnings: private_draft_attachment_may_contain_personal_data"",""sourceFilename is deterministically redacted; authoritative filename evidence remains only in the Phase 9 manifest.""]","","","",""
"wix:asset:wix:activity:io4hd:4d82e1ee7b9c6f2eecad","document","attachment","activity","wix:activity:io4hd","端午包粽大會","110","","migrate","migrated","activity-assets","activity-assets/<redacted>","activity-assets","wix:activity:io4hd","f50f99e8e18e2f1e4ebd0709af4d3ce0201751a58a428d0b58487248159763b1","source-f50f99e8e18e.pdf","application/pdf","59399","private-draft","requires-owner-review","[""migration/phase9/assets-manifest.jsonl"",""migration/phase9/content-manifest.jsonl"",""migration/phase9/manual-review.csv"",""migration/phase9/source-inventory.jsonl""]","[""Phase 9 warnings: private_draft_attachment_may_contain_personal_data"",""sourceFilename is deterministically redacted; authoritative filename evidence remains only in the Phase 9 manifest.""]","","","",""
"wix:asset:wix:activity:io4hd:9dd6d82f6a758ed90b60","image","gallery","activity","wix:activity:io4hd","端午包粽大會","110","","migrate","migrated","activity-assets","activity-assets/<redacted>","activity-assets","wix:activity:io4hd","7b675e1acdbeb8ee0156fa9c8138ecff9caefa085dd99922dc3b73b7f0563aeb","source-7b675e1acdbe.jpg","image/jpeg","135781","private-draft","requires-owner-review","[""migration/phase9/assets-manifest.jsonl"",""migration/phase9/content-manifest.jsonl"",""migration/phase9/manual-review.csv"",""migration/phase9/source-inventory.jsonl""]","[""sourceFilename is deterministically redacted; authoritative filename evidence remains only in the Phase 9 manifest.""]","","","",""
"wix:asset:wix:activity:io4hd:aefbb5527a4503b04f3b","image","cover","activity","wix:activity:io4hd","端午包粽大會","110","","migrate","migrated","activity-assets","activity-assets/<redacted>","activity-assets","wix:activity:io4hd","faae51eedcec05f376a53677d4e81bd531935e894cbf0fbf25c550532d18968e","source-faae51eedcec.jpg","image/jpeg","88343","private-draft","requires-owner-review","[""migration/phase9/assets-manifest.jsonl"",""migration/phase9/content-manifest.jsonl"",""migration/phase9/manual-review.csv"",""migration/phase9/source-inventory.jsonl""]","[""sourceFilename is deterministically redacted; authoritative filename evidence remains only in the Phase 9 manifest.""]","","","",""
"wix:asset:wix:activity:io4hd:de2a7f10b3a21893a189","document","attachment","activity","wix:activity:io4hd","端午包粽大會","110","","migrate","migrated","activity-assets","activity-assets/<redacted>","activity-assets","wix:activity:io4hd","bff74772e11975aadd1cf57f54c2bcc013bc6d1cf1c1644f7f72d8346269a3d8","source-bff74772e119.pdf","application/pdf","253342","private-draft","requires-owner-review","[""migration/phase9/assets-manifest.jsonl"",""migration/phase9/content-manifest.jsonl"",""migration/phase9/manual-review.csv"",""migration/phase9/source-inventory.jsonl""]","[""Phase 9 warnings: private_draft_attachment_may_contain_personal_data"",""sourceFilename is deterministically redacted; authoritative filename evidence remains only in the Phase 9 manifest.""]","","","",""
"wix:asset:wix:activity:io4hd:eaa02ddce646422124f5","image","gallery","activity","wix:activity:io4hd","端午包粽大會","110","","migrate","migrated","activity-assets","activity-assets/<redacted>","activity-assets","wix:activity:io4hd","198af2a344ce089b02a5138ac35004de7b7e746b6f6c71774af52ef68dcc360b","source-198af2a344ce.jpg","image/jpeg","117375","private-draft","requires-owner-review","[""migration/phase9/assets-manifest.jsonl"",""migration/phase9/content-manifest.jsonl"",""migration/phase9/manual-review.csv"",""migration/phase9/source-inventory.jsonl""]","[""sourceFilename is deterministically redacted; authoritative filename evidence remains only in the Phase 9 manifest.""]","","","",""
"wix:asset:wix:activity:io4hd:f98a4d71f5ec0796609a","document","attachment","activity","wix:activity:io4hd","端午包粽大會","110","","migrate","migrated","activity-assets","activity-assets/<redacted>","activity-assets","wix:activity:io4hd","5b319e02fe54902f634bc042b0b90e71e4d00d09a0cbf8b53ee7026ecc77c530","source-5b319e02fe54.pdf","application/pdf","201764","private-draft","requires-owner-review","[""migration/phase9/assets-manifest.jsonl"",""migration/phase9/content-manifest.jsonl"",""migration/phase9/manual-review.csv"",""migration/phase9/source-inventory.jsonl""]","[""Phase 9 warnings: private_draft_attachment_may_contain_personal_data"",""sourceFilename is deterministically redacted; authoritative filename evidence remains only in the Phase 9 manifest.""]","","","",""
"wix:asset:wix:activity:j881c:0e01ce592fb42793e0fe","document","attachment","activity","wix:activity:j881c","我的未來我作主系列講座-升學篇","113","","migrate","migrated","activity-assets","activity-assets/<redacted>","activity-assets","wix:activity:j881c","80e09a797cd0164f368cea735438aacaf87157e01683be09aa0a6a14a3ab373c","source-80e09a797cd0.pdf","application/pdf","61533","private-draft","requires-owner-review","[""migration/phase9/assets-manifest.jsonl"",""migration/phase9/content-manifest.jsonl"",""migration/phase9/manual-review.csv"",""migration/phase9/source-inventory.jsonl""]","[""Phase 9 warnings: private_draft_attachment_may_contain_personal_data"",""sourceFilename is deterministically redacted; authoritative filename evidence remains only in the Phase 9 manifest.""]","","","",""
"wix:asset:wix:activity:j881c:14304db629d06710b745","document","attachment","activity","wix:activity:j881c","我的未來我作主系列講座-升學篇","113","","migrate","migrated","activity-assets","activity-assets/<redacted>","activity-assets","wix:activity:j881c","6dfb4d9faf8017a0ef08bda513aaf23d537f4114491b063e92ceee89e1943346","source-6dfb4d9faf80.pdf","application/pdf","120178","private-draft","requires-owner-review","[""migration/phase9/assets-manifest.jsonl"",""migration/phase9/content-manifest.jsonl"",""migration/phase9/manual-review.csv"",""migration/phase9/source-inventory.jsonl""]","[""Phase 9 warnings: private_draft_attachment_may_contain_personal_data"",""sourceFilename is deterministically redacted; authoritative filename evidence remains only in the Phase 9 manifest.""]","","","",""
"wix:asset:wix:activity:j881c:259bbfe5b60ca20894f1","image","cover","activity","wix:activity:j881c","我的未來我作主系列講座-升學篇","113","","migrate","migrated","activity-assets","activity-assets/<redacted>","activity-assets","wix:activity:j881c","b5f8c392561fa7732fb7587b7072d54d2435f26876e61b41cae7ae51b7f09c34","source-b5f8c392561f.jpg","image/jpeg","2061613","private-draft","requires-owner-review","[""migration/phase9/assets-manifest.jsonl"",""migration/phase9/content-manifest.jsonl"",""migration/phase9/manual-review.csv"",""migration/phase9/source-inventory.jsonl""]","[""sourceFilename is deterministically redacted; authoritative filename evidence remains only in the Phase 9 manifest.""]","","","",""
"wix:asset:wix:activity:j881c:66a6392c8ae42dc703dc","document","attachment","activity","wix:activity:j881c","我的未來我作主系列講座-升學篇","113","","migrate","migrated","activity-assets","activity-assets/<redacted>","activity-assets","wix:activity:j881c","002ed0492bad83a628d6271e743f2f57c3d2ff265e1bb9a53435aeb9fa07bf52","source-002ed0492bad.pdf","application/pdf","190257","private-draft","requires-owner-review","[""migration/phase9/assets-manifest.jsonl"",""migration/phase9/content-manifest.jsonl"",""migration/phase9/manual-review.csv"",""migration/phase9/source-inventory.jsonl""]","[""Phase 9 warnings: private_draft_attachment_may_contain_personal_data"",""sourceFilename is deterministically redacted; authoritative filename evidence remains only in the Phase 9 manifest.""]","","","",""
"wix:asset:wix:activity:j881c:95bfa540ad4a6ec703a6","image","gallery","activity","wix:activity:j881c","我的未來我作主系列講座-升學篇","113","","migrate","migrated","activity-assets","activity-assets/<redacted>","activity-assets","wix:activity:j881c","ae9e863ca7f57eda18e53165f59d6d892fd1ce9d176c9c9f846e5a7f62036316","source-ae9e863ca7f5.jpg","image/jpeg","1839167","private-draft","requires-owner-review","[""migration/phase9/assets-manifest.jsonl"",""migration/phase9/content-manifest.jsonl"",""migration/phase9/manual-review.csv"",""migration/phase9/source-inventory.jsonl""]","[""sourceFilename is deterministically redacted; authoritative filename evidence remains only in the Phase 9 manifest.""]","","","",""
"wix:asset:wix:activity:j881c:b123ff8c74339bbb484b","image","gallery","activity","wix:activity:j881c","我的未來我作主系列講座-升學篇","113","","migrate","migrated","activity-assets","activity-assets/<redacted>","activity-assets","wix:activity:j881c","438ba127353f0500205ec54ea32f39e83b8d16de59f6682778ae7b423ad07125","source-438ba127353f.jpg","image/jpeg","1859211","private-draft","requires-owner-review","[""migration/phase9/assets-manifest.jsonl"",""migration/phase9/content-manifest.jsonl"",""migration/phase9/manual-review.csv"",""migration/phase9/source-inventory.jsonl""]","[""sourceFilename is deterministically redacted; authoritative filename evidence remains only in the Phase 9 manifest.""]","","","",""
"wix:asset:wix:activity:j881c:c98135cc56b28bd71e61","document","attachment","activity","wix:activity:j881c","我的未來我作主系列講座-升學篇","113","","migrate","migrated","activity-assets","activity-assets/<redacted>","activity-assets","wix:activity:j881c","e52e3a4051df622df5d1659fa19ce17abb0e2af1f46c4f17ee8cfcaf275cf61b","source-e52e3a4051df.pdf","application/pdf","197494","private-draft","requires-owner-review","[""migration/phase9/assets-manifest.jsonl"",""migration/phase9/content-manifest.jsonl"",""migration/phase9/manual-review.csv"",""migration/phase9/source-inventory.jsonl""]","[""Phase 9 warnings: private_draft_attachment_may_contain_personal_data"",""sourceFilename is deterministically redacted; authoritative filename evidence remains only in the Phase 9 manifest.""]","","","",""
"wix:asset:wix:activity:jd4jc:30c14b11c24aab0a9b4c","image","gallery","activity","wix:activity:jd4jc","年度社員大會","110","","migrate","migrated","activity-assets","activity-assets/<redacted>","activity-assets","wix:activity:jd4jc","9acac2663651c08686c519e4ca9e9cb84caea8237d25c733eef8ff29a0d35728","source-9acac2663651.jpg","image/jpeg","157819","private-draft","requires-owner-review","[""migration/phase9/assets-manifest.jsonl"",""migration/phase9/content-manifest.jsonl"",""migration/phase9/manual-review.csv"",""migration/phase9/source-inventory.jsonl""]","[""sourceFilename is deterministically redacted; authoritative filename evidence remains only in the Phase 9 manifest.""]","","","",""
"wix:asset:wix:activity:jd4jc:63c99da883c732abd61d","document","attachment","activity","wix:activity:jd4jc","年度社員大會","110","","migrate","migrated","activity-assets","activity-assets/<redacted>","activity-assets","wix:activity:jd4jc","9b0b5c7774147da9007432c5b0e4b068d8a5a7157681a3b0afc90d7886d8383e","source-9b0b5c777414.pdf","application/pdf","193565","private-draft","requires-owner-review","[""migration/phase9/assets-manifest.jsonl"",""migration/phase9/content-manifest.jsonl"",""migration/phase9/manual-review.csv"",""migration/phase9/source-inventory.jsonl""]","[""Phase 9 warnings: private_draft_attachment_may_contain_personal_data"",""sourceFilename is deterministically redacted; authoritative filename evidence remains only in the Phase 9 manifest.""]","","","",""
"wix:asset:wix:activity:jd4jc:75c1bc496aefcce27382","document","attachment","activity","wix:activity:jd4jc","年度社員大會","110","","migrate","migrated","activity-assets","activity-assets/<redacted>","activity-assets","wix:activity:jd4jc","ad206e20aa3911887475840a6c8d715a08a33792748154935997d574d8e4971e","source-ad206e20aa39.pdf","application/pdf","248007","private-draft","requires-owner-review","[""migration/phase9/assets-manifest.jsonl"",""migration/phase9/content-manifest.jsonl"",""migration/phase9/manual-review.csv"",""migration/phase9/source-inventory.jsonl""]","[""Phase 9 warnings: private_draft_attachment_may_contain_personal_data"",""sourceFilename is deterministically redacted; authoritative filename evidence remains only in the Phase 9 manifest.""]","","","",""
"wix:asset:wix:activity:jd4jc:897a7161fec492b39584","document","attachment","activity","wix:activity:jd4jc","年度社員大會","110","","migrate","migrated","activity-assets","activity-assets/<redacted>","activity-assets","wix:activity:jd4jc","530f24c7a4354ef35e4468776e4532b8b1e4f09d5bf2f7a80dc01a1c92bd90b2","source-530f24c7a435.pdf","application/pdf","71598","private-draft","requires-owner-review","[""migration/phase9/assets-manifest.jsonl"",""migration/phase9/content-manifest.jsonl"",""migration/phase9/manual-review.csv"",""migration/phase9/source-inventory.jsonl""]","[""Phase 9 warnings: private_draft_attachment_may_contain_personal_data"",""sourceFilename is deterministically redacted; authoritative filename evidence remains only in the Phase 9 manifest.""]","","","",""
