stableId,domain,sanitizedIdentity,productionEvidenceHash,productionEvidenceReference,reason,proposedClassification,automationConfidence,humanConfirmationRequired,cutoverImpact,auditFingerprint,finalHumanDisposition,reviewer,reviewedAt,humanNotes
"p14-production-only-5b28543622b0f7675476987d","editorial-redirect","editorial-redirect:4f61f19b964fb1728a7514e7","900b1d7381e8aaba3b723df1ae8c7f09d376c8f15d120a97a39d313e600d3d3e","private:normalized.v1.json#contentRecords/editorial-redirect:4f61f19b964fb1728a7514e7","Current redirect decision metadata is expected system state outside the Phase 13 target/asset comparison set; it is not an active redirect.","expected_system_record","high","owner","redirect-disposition-confirmation-required","c9a81c0e3a33c55f1f5598db01305b3e8c4ff9cb348669cca1c3852c957bba5a","","","",""
"p14-production-only-5d9a47dfe8260a29287602ad","editorial-target","editorial-target:455959aa89d2ed3698244205","d1ab368b9c10b078fc618bc6aa7371659477f156cd0c781f1a7c73c49b07490e","private:normalized.v1.json#contentRecords/editorial-target:455959aa89d2ed3698244205","Current editorial control metadata represents a matched imported target but has no separate Phase 13 comparison row.","expected_operational_metadata","high","owner","owner-confirmation-required-before-cutover","35077c0c99a50e564c74f08786378e08f1a8007a8f65ef3b6c0bdeb2526a366d","","","",""
"p14-production-only-5fd794742453f919460c2cbc","editorial-target","editorial-target:dca2e5f44b53293d1244547b","35c88db987fcc0bb814f722b5f3e049592b92e2f17495d6dba36b04a6add4c16","private:normalized.v1.json#contentRecords/editorial-target:dca2e5f44b53293d1244547b","Current editorial control metadata represents a matched imported target but has no separate Phase 13 comparison row.","expected_operational_metadata","high","owner","owner-confirmation-required-before-cutover","33718fd01669dc6783eb12ec04298998a3c0378bf41f5d4f03ef66c9fcb4016d","","","",""
"p14-production-only-623644c6729c043598855a84","editorial-target","editorial-target:2398e8902ae09b0cb176b4ed","afe635f9590be76e302d59b327dc8e25a19090a5a07b0ba1dc63d52f99f3aa5c","private:normalized.v1.json#contentRecords/editorial-target:2398e8902ae09b0cb176b4ed","Current editorial control metadata represents a matched imported target but has no separate Phase 13 comparison row.","expected_operational_metadata","high","owner","owner-confirmation-required-before-cutover","02c163210edb108e99bff83966a94d58c3041a482517c77a087b331cd2646df8","","","",""
"p14-production-only-6445b944d18e75d9281d6830","editorial-redirect","editorial-redirect:7d7043b377dd0b6c921e63e5","7220329d1ba726b7ab7c8ef50cf2695776933ab7dd5fcc284f4b16641029ea51","private:normalized.v1.json#contentRecords/editorial-redirect:7d7043b377dd0b6c921e63e5","Current redirect decision metadata is expected system state outside the Phase 13 target/asset comparison set; it is not an active redirect.","expected_system_record","high","owner","redirect-disposition-confirmation-required","323503184970b9cc90ceafa565733247ce7c850a70f44343bec84af01d386ffe","","","",""
"p14-production-only-65500136b569e1c577aa6a20","activity","activity:75ea54e382eeff00b8381cfa","8413b06f04b32555bb85b4cab2109580aca58d13067717b0ffe6bf56c4f1bcbf","private:normalized.v1.json#contentRecords/activity:75ea54e382eeff00b8381cfa","The Activity exists in current production but is not one of the 70 Phase 13 imported target identities.","requires_owner_confirmation","medium","owner","content-confirmation-required","dc35d0f6d39d34aaa776cb9eb98315f02b4111c4d08c02b37042ac1ba32baec6","","","",""
"p14-production-only-65adb31434cb72b5b10a137b","editorial-target","editorial-target:c4f55e5a844109a119c791fa","cf83373dfc1515b4c473e4aca8e950727fab272e0c092e69a9d5594c633fedcc","private:normalized.v1.json#contentRecords/editorial-target:c4f55e5a844109a119c791fa","Current editorial control metadata represents a matched imported target but has no separate Phase 13 comparison row.","expected_operational_metadata","high","owner","owner-confirmation-required-before-cutover","2f395234f3197b742f6d593c6aaee70e9c4ed57c615bc3ab96d58907d49b43c1","","","",""
"p14-production-only-6640fc29095c60fca7764392","editorial-redirect","editorial-redirect:ed54304497c5ef11f630f22f","6727778c7cd9a75e3b3f4dbc8b06aca04912a369999cdb6425288a07849da4c3","private:normalized.v1.json#contentRecords/editorial-redirect:ed54304497c5ef11f630f22f","Current redirect decision metadata is expected system state outside the Phase 13 target/asset comparison set; it is not an active redirect.","expected_system_record","high","owner","redirect-disposition-confirmation-required","f7ab800a62eb2d0263e1cb9f03290207b41acefb201a53c84476f418a2d1c23c","","","",""
"p14-production-only-6715d5ae6b02f96da292a6c0","editorial-redirect","editorial-redirect:2f66e6678d2bdb68050abc3b","6a6d0d1e81e5313462e9babb18022cdfaa726e90337a9fd9bf038b6c330c3ad9","private:normalized.v1.json#contentRecords/editorial-redirect:2f66e6678d2bdb68050abc3b","Current redirect decision metadata is expected system state outside the Phase 13 target/asset comparison set; it is not an active redirect.","expected_system_record","high","owner","redirect-disposition-confirmation-required","66c0581dab19b20e9dcbdfd537e2ac08d5d1add84b05148c399080394564b401","","","",""
"p14-production-only-67afa014cafea50f10e58d4f","editorial-target","editorial-target:5dd2f4cc309dfd402ee5058e","61a070d27c662ca4982f45ffeeccc89f0fa73886fdebdbab94b994ff6168e5e3","private:normalized.v1.json#contentRecords/editorial-target:5dd2f4cc309dfd402ee5058e","Current editorial control metadata represents a matched imported target but has no separate Phase 13 comparison row.","expected_operational_metadata","high","owner","owner-confirmation-required-before-cutover","b7fcd76659082ddcb40de3c33fc6e7e544b4d33af8a581d101d42bcfe1249ead","","","",""
"p14-production-only-69c4740c1c9d3744cf86ed9b","activity","activity:71ee5106176d21770c797431","8e90a13dfb2ad9de306d2eca55aacc688cc4d071107ff57db65ed82dafcf5368","private:normalized.v1.json#contentRecords/activity:71ee5106176d21770c797431","The Activity exists in current production but is not one of the 70 Phase 13 imported target identities.","requires_owner_confirmation","medium","owner","content-confirmation-required","806cb6e5b68435daed728da7ab53e78301fa07d5aec82eb3660d72dcf585b7f3","","","",""
"p14-production-only-69d142a6076f08d57656c565","editorial-redirect","editorial-redirect:5a516352fac1d112f78afda7","816654f9c2b3985b2a6d64d4d1a18ba8afac6da52b98cc32d33309670b192902","private:normalized.v1.json#contentRecords/editorial-redirect:5a516352fac1d112f78afda7","Current redirect decision metadata is expected system state outside the Phase 13 target/asset comparison set; it is not an active redirect.","expected_system_record","high","owner","redirect-disposition-confirmation-required","d6d9b765cef29747a18f6a6d9b0b19fd903373238d3d3073d113352d7e56e457","","","",""
"p14-production-only-6a30cea5bd60c15a48f7af68","editorial-redirect","editorial-redirect:6f9d668fbe5cd185d887162a","f140d7bfffe2649e083f2c4652415641802c9f5f6dd264e55508ed5daca0880e","private:normalized.v1.json#contentRecords/editorial-redirect:6f9d668fbe5cd185d887162a","Current redirect decision metadata is expected system state outside the Phase 13 target/asset comparison set; it is not an active redirect.","expected_system_record","high","owner","redirect-disposition-confirmation-required","6189922ee120fd1cb08bba3ee0c93d5587d0d6a6dd5154e862775e491279c728","","","",""
"p14-production-only-6be2d6eb8efb6a73848bf7d7","editorial-target","editorial-target:ef35bf394926f1a1bda80805","e1c208a08b8b2e7699bedee66ec1f55b3f95fa4722a6ed4c86d5b5da5d998682","private:normalized.v1.json#contentRecords/editorial-target:ef35bf394926f1a1bda80805","Current editorial control metadata represents a matched imported target but has no separate Phase 13 comparison row.","expected_operational_metadata","high","owner","owner-confirmation-required-before-cutover","b90f5b882def8e509b682830052ff52125331c2ef22715c77a89acda68a1097d","","","",""
"p14-production-only-70a0a7f009f1faebf4cab637","editorial-target","editorial-target:c9139b71cc9e6c18b3db111e","b015fb1522f13f5bb16332f5810d3df711b9473c61ffcebf728815704317f032","private:normalized.v1.json#contentRecords/editorial-target:c9139b71cc9e6c18b3db111e","Current editorial control metadata represents a matched imported target but has no separate Phase 13 comparison row.","expected_operational_metadata","high","owner","owner-confirmation-required-before-cutover","665281d0ad3262c48dc2f49eaedab5c392793699a2a66ea6811305dd8322d5ff","","","",""
"p14-production-only-71030a69774e6d3f4b43beaf","editorial-target","editorial-target:4cef7ad23872147eb554b156","91f81f3985ec09a033d9c02781d3564cebd2da67b2cd95c4df8738ce77b9dbe1","private:normalized.v1.json#contentRecords/editorial-target:4cef7ad23872147eb554b156","Current editorial control metadata represents a matched imported target but has no separate Phase 13 comparison row.","expected_operational_metadata","high","owner","owner-confirmation-required-before-cutover","5ff52c4c17292d35dd8b4188465af7f535ec812bd7f9994a70294429dd5ab02a","","","",""
"p14-production-only-7128958e45728f0be2452a8e","editorial-target","editorial-target:8dd1a32f76b6830efac3cebc","5da7e728dbdb901b3908b5f4658b5aef7440bb9d61227f7409da77c9e784052a","private:normalized.v1.json#contentRecords/editorial-target:8dd1a32f76b6830efac3cebc","Current editorial control metadata represents a matched imported target but has no separate Phase 13 comparison row.","expected_operational_metadata","high","owner","owner-confirmation-required-before-cutover","f5f93f33069c63ea526ed1250db5ce35ee02538423b4368b62b9857d2ac17814","","","",""
"p14-production-only-722ee598f247d2b42be91639","editorial-redirect","editorial-redirect:91038dea6ed16ded43be3265","acaaa448a743bef7af9470881667b53e0d0c3321580d76434bb1a7075932c373","private:normalized.v1.json#contentRecords/editorial-redirect:91038dea6ed16ded43be3265","Current redirect decision metadata is expected system state outside the Phase 13 target/asset comparison set; it is not an active redirect.","expected_system_record","high","owner","redirect-disposition-confirmation-required","5d177a5cf3fde8a1bcfa817406a4671d7a501a922dcae444fa00cd8c06aae2be","","","",""
"p14-production-only-7521ed763fe3887b0b2f580f","editorial-redirect","editorial-redirect:6364f9f1201ee92dfaf6b9cd","1aa2d69408cc97de9b1ffd8c98ab5856949e28424ddc645e509f4970f2a68ff9","private:normalized.v1.json#contentRecords/editorial-redirect:6364f9f1201ee92dfaf6b9cd","Current redirect decision metadata is expected system state outside the Phase 13 target/asset comparison set; it is not an active redirect.","expected_system_record","high","owner","redirect-disposition-confirmation-required","5f3e7fda45ca70f63c4cd43915f12e2bc0600ca40196cbf62d9ffe041b6e5ab6","","","",""
"p14-production-only-79969b921b4ebec33e77265e","editorial-target","editorial-target:d21708ace7ee62c2e6232f96","008f59fcfd79bac8b5c9269592f1392358a2a1175f4b96345e2e1b941aa9222f","private:normalized.v1.json#contentRecords/editorial-target:d21708ace7ee62c2e6232f96","Current editorial control metadata represents a matched imported target but has no separate Phase 13 comparison row.","expected_operational_metadata","high","owner","owner-confirmation-required-before-cutover","b5f588b532d383d7821cd1e30a36d03264ef1de847849d3e24d34cb0f2974c83","","","",""
"p14-production-only-7b92e9696a023e78cc53e079","editorial-target","editorial-target:4ba9ae21b201e041760ce8c6","929ed6023c7ec0492b0bef0bcd85138f9ba91c9a78af65a3f0d5a4a03cde88b4","private:normalized.v1.json#contentRecords/editorial-target:4ba9ae21b201e041760ce8c6","Current editorial control metadata represents a matched imported target but has no separate Phase 13 comparison row.","expected_operational_metadata","high","owner","owner-confirmation-required-before-cutover","d290e5afacc8a8be4942f2812ad6f8b34a351e6969f9259bc9fab8b0f6d30ee9","","","",""
"p14-production-only-7f06a5f9bf0d57300bcf51bd","editorial-redirect","editorial-redirect:0ac00bfcc4bdec15881a5241","4be00384a1913103bc39f03818177bef1c27eb1455e5c2c2d9a6e5239bf8ca39","private:normalized.v1.json#contentRecords/editorial-redirect:0ac00bfcc4bdec15881a5241","Current redirect decision metadata is expected system state outside the Phase 13 target/asset comparison set; it is not an active redirect.","expected_system_record","high","owner","redirect-disposition-confirmation-required","55de3cdd217c4cfa2c2f0ba730328f96e035bdfba0efdc8c1ce0455bae658106","","","",""
"p14-production-only-7fa79c96597df3f27069e8d3","editorial-redirect","editorial-redirect:f1fdca21001babe9e6e4e1f6","b8cdf3f8383e62bcf0b4499ff21aeff42664b90da68690a1ba48dd26ab34f697","private:normalized.v1.json#contentRecords/editorial-redirect:f1fdca21001babe9e6e4e1f6","Current redirect decision metadata is expected system state outside the Phase 13 target/asset comparison set; it is not an active redirect.","expected_system_record","high","owner","redirect-disposition-confirmation-required","8d99eb5571262487411b9d997f3a1c0f320906ba85f48c44471c91fd7e197a42","","","",""
"p14-production-only-8058cf3657c1088927b0369c","editorial-target","editorial-target:1111b80ed5e29e20a112ed7c","719a88a05ec2b15cb8a681fa9c15ad68d619929d7263be8f1ea166b75ec842a1","private:normalized.v1.json#contentRecords/editorial-target:1111b80ed5e29e20a112ed7c","Current editorial control metadata represents a matched imported target but has no separate Phase 13 comparison row.","expected_operational_metadata","high","owner","owner-confirmation-required-before-cutover","c72948f7e99b601cc1164bacf37ec65dd4be6d4e5b27158dc386dca38bd1ea97","","","",""
"p14-production-only-82c640414aa720af83d2f05d","editorial-redirect","editorial-redirect:5ce0d036ab9c7a05e3665379","7e385ead104c47e70e84e40b2cdd43cd33d5166f4a5e1f3dcc2a94ccc3e237f1","private:normalized.v1.json#contentRecords/editorial-redirect:5ce0d036ab9c7a05e3665379","Current redirect decision metadata is expected system state outside the Phase 13 target/asset comparison set; it is not an active redirect.","expected_system_record","high","owner","redirect-disposition-confirmation-required","87e74060c1984959d95b39c8299e7f50373ddb3ec16ec9a3520d2f7e3ad1a428","","","",""
"p14-production-only-8374ffafa266f951a69cf10e","editorial-redirect","editorial-redirect:988708a48341f71fe2baaf43","a17260a28f3dc01951c1f7fc7c4f240c4353091db8f6fc4cba0298a80bc19527","private:normalized.v1.json#contentRecords/editorial-redirect:988708a48341f71fe2baaf43","Current redirect decision metadata is expected system state outside the Phase 13 target/asset comparison set; it is not an active redirect.","expected_system_record","high","owner","redirect-disposition-confirmation-required","867ac59e478acd36a7decbfcaa73425f25529a91ea85bf9dc2cba1a5b840e853","","","",""
"p14-production-only-840dccaebfd46a9b3204cfc9","editorial-redirect","editorial-redirect:0ae55d9620614ffafefbb459","dd15e86b48caf8c28655082e68adf5889613bfbe09eebd350d47a3fbb018a448","private:normalized.v1.json#contentRecords/editorial-redirect:0ae55d9620614ffafefbb459","Current redirect decision metadata is expected system state outside the Phase 13 target/asset comparison set; it is not an active redirect.","expected_system_record","high","owner","redirect-disposition-confirmation-required","704b592245970a0f08b58ca7b6b19e58a1ae5b8aad851813cc7dd13011df9e9e","","","",""
"p14-production-only-84cb856ef1f8b74cd0996d37","editorial-target","editorial-target:79d4724725ed93203347eeb9","fc3cc1c06093eee16a87073f1dbcddd5ea768580265ec85e69443ee3c5fc41ca","private:normalized.v1.json#contentRecords/editorial-target:79d4724725ed93203347eeb9","Current editorial control metadata represents a matched imported target but has no separate Phase 13 comparison row.","expected_operational_metadata","high","owner","owner-confirmation-required-before-cutover","fb8b87e7bfcbb17a80d4fba8eb464f4cfe5337424bbb1ee0a026fedc233b7639","","","",""
"p14-production-only-85d5efe84fe0f887114056eb","editorial-target","editorial-target:186b85f155da30943a698d5d","3ecd4f2ce76b2d9e94a5a76b4bd23dc7e2ce44202099c8034b8a948998d966be","private:normalized.v1.json#contentRecords/editorial-target:186b85f155da30943a698d5d","Current editorial control metadata represents a matched imported target but has no separate Phase 13 comparison row.","expected_operational_metadata","high","owner","owner-confirmation-required-before-cutover","a35d9e4872db214e48985327ae155c4ec24ff39cb0d060cf0ac36459764ce411","","","",""
"p14-production-only-869ec927ddbb685abb68eb5a","editorial-target","editorial-target:0c6dfb332b5da11ca05531c1","b276b167f6c1a76312c0a3b985de96e700f6f36920cc1d59caf77ee9b5e2704f","private:normalized.v1.json#contentRecords/editorial-target:0c6dfb332b5da11ca05531c1","Current editorial control metadata represents a matched imported target but has no separate Phase 13 comparison row.","expected_operational_metadata","high","owner","owner-confirmation-required-before-cutover","4963d2a7908196ffc52a546325e89d8ad228c2394a7ef48a1cff313ffb96105b","","","",""
"p14-production-only-8a959cf107687e0ae709eb20","editorial-redirect","editorial-redirect:ab9a69619dfe0c7e70d2351b","e3e11a5ecb3721e392331fed52dbfcce6c6bf668bba5e670c59fb213d092925f","private:normalized.v1.json#contentRecords/editorial-redirect:ab9a69619dfe0c7e70d2351b","Current redirect decision metadata is expected system state outside the Phase 13 target/asset comparison set; it is not an active redirect.","expected_system_record","high","owner","redirect-disposition-confirmation-required","6de11bb41c63d5bbc465b42446b22c75f43fafcbb19cd7619e6c1b78802482f0","","","",""
"p14-production-only-8aa1a89a3c6a839c7d082a34","editorial-redirect","editorial-redirect:fa3c1367d8528514f13c9a3b","dd9b6b2de04847a228e829649666c949b2fc651a28eccdbfe5dfa4ab5a0ac4a0","private:normalized.v1.json#contentRecords/editorial-redirect:fa3c1367d8528514f13c9a3b","Current redirect decision metadata is expected system state outside the Phase 13 target/asset comparison set; it is not an active redirect.","expected_system_record","high","owner","redirect-disposition-confirmation-required","03e8e099ee451774b3b91fd0b716c9d404368d996be03ccbf85451695a8073b0","","","",""
"p14-production-only-8ae948f6411c074c4d06f187","editorial-redirect","editorial-redirect:154e69bc66363d74d5e54ac4","f082cd47052deefd42a00852fdcb4bca163f2c634e9a2e953a7b7dbe31a67b41","private:normalized.v1.json#contentRecords/editorial-redirect:154e69bc66363d74d5e54ac4","Current redirect decision metadata is expected system state outside the Phase 13 target/asset comparison set; it is not an active redirect.","expected_system_record","high","owner","redirect-disposition-confirmation-required","2621a08fcd94e25f25c8c85183b0f09cc2c0e3c7f1d4d5f6339cd9800af27133","","","",""
"p14-production-only-8b112c6e0dd32c594748acb3","editorial-target","editorial-target:e357a807b144c4c80fee9a06","41d320290b5f12fe8a264ac2ddaf2868a486382741649ea197dea4f60020faff","private:normalized.v1.json#contentRecords/editorial-target:e357a807b144c4c80fee9a06","Current editorial control metadata represents a matched imported target but has no separate Phase 13 comparison row.","expected_operational_metadata","high","owner","owner-confirmation-required-before-cutover","6e8ba98923e25341b9874df3a2cceae53f353d612edb7c55f4b0fd64b65109d1","","","",""
"p14-production-only-8bf746cffa7163683774abb1","editorial-target","editorial-target:ee9b8fed8eebab977e797470","f2d6e0a5272429403e5576fbd74371537f5aeb2eb93cdb7dc34cad4d13ae7301","private:normalized.v1.json#contentRecords/editorial-target:ee9b8fed8eebab977e797470","Current editorial control metadata represents a matched imported target but has no separate Phase 13 comparison row.","expected_operational_metadata","high","owner","owner-confirmation-required-before-cutover","2be23b2aeb0a1f59d65d8d07cd5d7d867701377cae8cb84b5875040dd9d62953","","","",""
"p14-production-only-8d6ebb36bb36a5b8953ca0dd","editorial-redirect","editorial-redirect:1332f861ab2d5f308d11316c","d66a54388bdd189a5c6ca987e1869df2fe3794c2eb97638bc505ecb7cf68380b","private:normalized.v1.json#contentRecords/editorial-redirect:1332f861ab2d5f308d11316c","Current redirect decision metadata is expected system state outside the Phase 13 target/asset comparison set; it is not an active redirect.","expected_system_record","high","owner","redirect-disposition-confirmation-required","57df0e9f85fb9e0a816835b917017d4fcfae346945b77a913c4d54f4b0b21024","","","",""
"p14-production-only-8ebab70c9fad0fc8cad84fc0","editorial-target","editorial-target:aec5b3cac33d7831dc831458","e95aca3b553d4019887e0ef8372d9bafc500206c0c9dc0e57813d3705c24109c","private:normalized.v1.json#contentRecords/editorial-target:aec5b3cac33d7831dc831458","Current editorial control metadata represents a matched imported target but has no separate Phase 13 comparison row.","expected_operational_metadata","high","owner","owner-confirmation-required-before-cutover","f6d7fefe11984e7046c8c96dbc991c92d2279431b3ca686f649ba13287995faa","","","",""
"p14-production-only-8ebfc40ad654b430ba0b9f58","editorial-target","editorial-target:0c7f42e3a1ae4ce7f677c792","e26110d260a56fbea7fe35cc9aac15686cfb7530855fd8d16ac7feb6ba15738b","private:normalized.v1.json#contentRecords/editorial-target:0c7f42e3a1ae4ce7f677c792","Current editorial control metadata represents a matched imported target but has no separate Phase 13 comparison row.","expected_operational_metadata","high","owner","owner-confirmation-required-before-cutover","b63e2199c7ebf60125ac7748497c9cf059e8c67f50f5033b48bcc5592f160f29","","","",""
"p14-production-only-903c5e1b6eafe6d558a26054","editorial-redirect","editorial-redirect:e73f4f2dfc5196a01f556bb5","1515d5062a64af59180e7f34561eac97289c9ec6945e963d8cda513beecd8dc4","private:normalized.v1.json#contentRecords/editorial-redirect:e73f4f2dfc5196a01f556bb5","Current redirect decision metadata is expected system state outside the Phase 13 target/asset comparison set; it is not an active redirect.","expected_system_record","high","owner","redirect-disposition-confirmation-required","f9b83b0a521af8306cbba62c0c4e740af6b3cfc6a5a49fb09e44ff24c72b69cd","","","",""
"p14-production-only-92a547dbeed59aa67b7f6336","editorial-redirect","editorial-redirect:0a3781360468bae6a3835ff8","372848d9c603263baf500e920ea632adf0f880f8269d459ba426fa18aca5ad7b","private:normalized.v1.json#contentRecords/editorial-redirect:0a3781360468bae6a3835ff8","Current redirect decision metadata is expected system state outside the Phase 13 target/asset comparison set; it is not an active redirect.","expected_system_record","high","owner","redirect-disposition-confirmation-required","814807a1526125a068b393c3b41ec02ad353eee55c8dfde6053565bbb4ee532b","","","",""
"p14-production-only-92d5ca7ecae5fd976dcfc955","editorial-redirect","editorial-redirect:83a91559be870f202b840056","6fa736642c95554ea64220b38c60003b793fb898594d48dae28f617ec12a3eae","private:normalized.v1.json#contentRecords/editorial-redirect:83a91559be870f202b840056","Current redirect decision metadata is expected system state outside the Phase 13 target/asset comparison set; it is not an active redirect.","expected_system_record","high","owner","redirect-disposition-confirmation-required","c913142b3b61cd82d5c051d9afbcba1a6a26a2b67fdb12fef3535e857fd23bf4","","","",""
"p14-production-only-96196d78f113e72666c1e024","editorial-redirect","editorial-redirect:b3d12ffa59f4b66c7a7daeb2","4047832053460daf78e47f6accb6334106ea53e6cc77b39cd5000f641e509b41","private:normalized.v1.json#contentRecords/editorial-redirect:b3d12ffa59f4b66c7a7daeb2","Current redirect decision metadata is expected system state outside the Phase 13 target/asset comparison set; it is not an active redirect.","expected_system_record","high","owner","redirect-disposition-confirmation-required","48d7bbfce82d8322312fce80de923a6ede0a251b129c4b25838225389f24b05e","","","",""
"p14-production-only-989295286bde8ab807c49df6","editorial-redirect","editorial-redirect:7c550df292385a46a262db96","b495c70457047102c2c3634ab4fe906e855665d9534d05e862ac5acd20e2c1ab","private:normalized.v1.json#contentRecords/editorial-redirect:7c550df292385a46a262db96","Current redirect decision metadata is expected system state outside the Phase 13 target/asset comparison set; it is not an active redirect.","expected_system_record","high","owner","redirect-disposition-confirmation-required","36e6b0c27b09e52d796769037b2c17ef1e2d64b355e0da42124fd559960ef050","","","",""
"p14-production-only-9913be74d04567c86967530e","editorial-target","editorial-target:64c9b5d1edfaccc6495bb34e","a20008fb2d089e49e94538ce7dc9571effafdc9c96a45e2795ae3b7d3b699bd3","private:normalized.v1.json#contentRecords/editorial-target:64c9b5d1edfaccc6495bb34e","Current editorial control metadata represents a matched imported target but has no separate Phase 13 comparison row.","expected_operational_metadata","high","owner","owner-confirmation-required-before-cutover","339c4d3fcb525b4bb5039dca02e3e8e074c0b4e30abdf0139ddd2dbce0855104","","","",""
"p14-production-only-9a38df22322089789731d7d1","editorial-target","editorial-target:1606836c5ec4a64b5b9f3e17","5c8bc0aab5d08aac32a4f5508a2c1de5f5e3002c7d4713fdef22bb4d1b4514cc","private:normalized.v1.json#contentRecords/editorial-target:1606836c5ec4a64b5b9f3e17","Current editorial control metadata represents a matched imported target but has no separate Phase 13 comparison row.","expected_operational_metadata","high","owner","owner-confirmation-required-before-cutover","e565144c8d870debe000a3d76c8a25b541eda98b8f86caf357c4f190ed1602ba","","","",""
"p14-production-only-9c411b6ea9d053c568c0873d","editorial-redirect","editorial-redirect:7ae12af67d0ccd1cab6b80e3","7f5191bab3db4adf973c0f7e0a8b07bd917265bb23edb11dac5326de13aeec29","private:normalized.v1.json#contentRecords/editorial-redirect:7ae12af67d0ccd1cab6b80e3","Current redirect decision metadata is expected system state outside the Phase 13 target/asset comparison set; it is not an active redirect.","expected_system_record","high","owner","redirect-disposition-confirmation-required","0b7d2dffbf588cb84346d9d514dfd1017c83017657031794a8e8c76f675d3968","","","",""
"p14-production-only-a3226d5516c5707046286c91","editorial-redirect","editorial-redirect:c11ce2f88b85d631f4a0436c","e1e92caf59c91b7fa6784dc5370ca7a67f02586dee0b0bb90342e7d8133b6aea","private:normalized.v1.json#contentRecords/editorial-redirect:c11ce2f88b85d631f4a0436c","Current redirect decision metadata is expected system state outside the Phase 13 target/asset comparison set; it is not an active redirect.","expected_system_record","high","owner","redirect-disposition-confirmation-required","3419d44760694951cf4fc4796a735c9d954024dca5874cfcc7d9207b34206c03","","","",""
"p14-production-only-a64f74b6d22f8c367fcda0f9","editorial-redirect","editorial-redirect:a90106f888a66b634098de01","a053974941e72504cbd3a2bd786aa26e266d906b122d36151997e7b522f8d5e5","private:normalized.v1.json#contentRecords/editorial-redirect:a90106f888a66b634098de01","Current redirect decision metadata is expected system state outside the Phase 13 target/asset comparison set; it is not an active redirect.","expected_system_record","high","owner","redirect-disposition-confirmation-required","5b206a24baf6e5d63a1fa8e7b83ffc3a969f3a6231067913108a65d1c5da85be","","","",""
"p14-production-only-a77d36757c887a6bec242ea2","editorial-redirect","editorial-redirect:87d0f5815cd182704e593222","c928dc2ab3109dfa571b18abd00c2c5a6e7863a2822f4053a76c6da0a907117a","private:normalized.v1.json#contentRecords/editorial-redirect:87d0f5815cd182704e593222","Current redirect decision metadata is expected system state outside the Phase 13 target/asset comparison set; it is not an active redirect.","expected_system_record","high","owner","redirect-disposition-confirmation-required","6f3f5513dc2f99e01d19c4c7271e7aec7e05d164e31533d6b2a4cb02b2ac486c","","","",""
"p14-production-only-a806ed2c969b2ef43177e73a","editorial-target","editorial-target:d71def20c2b9e26bd5fb00d9","17915c6f0e5077917cdf2079d88bdfbfdc92d203d3114d6b986c51e5807bda6b","private:normalized.v1.json#contentRecords/editorial-target:d71def20c2b9e26bd5fb00d9","Current editorial control metadata represents a matched imported target but has no separate Phase 13 comparison row.","expected_operational_metadata","high","owner","owner-confirmation-required-before-cutover","0802b82ae3c38ed6493a462363413fb0ee63fb448cd153159a19a55ae1b2f041","","","",""
"p14-production-only-a99077948424bacaec4e8984","editorial-target","editorial-target:9efbc612a03507bbb3ff973e","25c37ba139bdfa58cdf000bf36601b15119984ba454a595dc9e2459ce9b1b025","private:normalized.v1.json#contentRecords/editorial-target:9efbc612a03507bbb3ff973e","Current editorial control metadata represents a matched imported target but has no separate Phase 13 comparison row.","expected_operational_metadata","high","owner","owner-confirmation-required-before-cutover","ccc28de69fa4df987366ec5ecc0b80d97670b892ef2d02755f6c95337eb90ee4","","","",""
"p14-production-only-b0d6140a252520f6a25edbc4","editorial-redirect","editorial-redirect:79cce3295316b30d14aa6826","02c173b2f92758547d12b51cfbd1231e215b9e53d1360e4dbd4e8eea38d932e1","private:normalized.v1.json#contentRecords/editorial-redirect:79cce3295316b30d14aa6826","Current redirect decision metadata is expected system state outside the Phase 13 target/asset comparison set; it is not an active redirect.","expected_system_record","high","owner","redirect-disposition-confirmation-required","cb9659a662dac55f7fe6d1459229b939d82fe3008772cc3ceb7ec0760f5a039e","","","",""
"p14-production-only-b2dd17bd7d4016184a4976d1","editorial-redirect","editorial-redirect:bfc5a44724588dc250a4b8eb","cf55074f9946a9e9cbf7d26cc35d93e3d26a269d8477a566d3d0590e8b418e55","private:normalized.v1.json#contentRecords/editorial-redirect:bfc5a44724588dc250a4b8eb","Current redirect decision metadata is expected system state outside the Phase 13 target/asset comparison set; it is not an active redirect.","expected_system_record","high","owner","redirect-disposition-confirmation-required","fa21c48d40dce01b891cc5dea2fd88b45655109db842c8ea44a3c858c013868a","","","",""
"p14-production-only-b5251946ecdeab34ea5d9566","editorial-target","editorial-target:07cc3aab83ca41d161c35291","8d4c6a58ae467a1b7533149f5443a94e4d4caec96314e407b1d250a3dc834a47","private:normalized.v1.json#contentRecords/editorial-target:07cc3aab83ca41d161c35291","Current editorial control metadata represents a matched imported target but has no separate Phase 13 comparison row.","expected_operational_metadata","high","owner","owner-confirmation-required-before-cutover","f88b925f0b237738df270ecbc5f06f09ad9b836cd7264adfb2facff377e49408","","","",""
